Artist Name,Artist URI,Song Name,Song URI,Popularity Score,Playlist Add Date,Tuple Label Artist Name URI,Label Album,Record Label,Tuple Followers Artist Name URI,Artist Followers,Album Name,Album URI,Playlist Name,Playlist URI,Playlist Length,Playlist Followers,Playlist Song Index,Last Refresh,Artist Daily Tracks,Label Daily Tracks,Song Daily Tracks
Shane & Shane,2LFbgsbEhfilNpQYW7mied,Come Thou Fount (Above All Else),5yZcK6LIBxD6Ia5vYuEr6v,40,2021-04-10T01:45:35Z,"('Shane & Shane', '2LFbgsbEhfilNpQYW7mied')","Hymns, Vol. 1",WellHouse Records,"('Shane & Shane', '2LFbgsbEhfilNpQYW7mied')",274843,"Hymns, Vol. 1",2LE9j1hE1bGMiRK4KUdiEF,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,85,6/29/2021,16,15,1
FOCUS ,3864XPpbFZbVDI2wY1qdjK,Sing My Love / Like an Avalanche (feat. John Marc Skoch & Sarah Kroger),5HLQdmLAZhEqVo5slSeTIE,28,2021-04-10T01:45:35Z,"('FOCUS ', '3864XPpbFZbVDI2wY1qdjK')",Origin (A Beauty Initiative Within FOCUS),FOCUS,"('FOCUS ', '3864XPpbFZbVDI2wY1qdjK')",2207,Origin (A Beauty Initiative Within FOCUS),3gualeeJFIImqVS26w6Tzn,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,86,6/29/2021,1,1,1
Page CXVI,5TB43hYVZMxI193JCzyQJb,'tis So Sweet To Trust In Jesus,0IIRQLWP8BAgVIr1EfQ7WW,36,2021-04-10T01:45:35Z,"('Page CXVI', '5TB43hYVZMxI193JCzyQJb')",Hymns - IV,Independent,"('Page CXVI', '5TB43hYVZMxI193JCzyQJb')",39637,Hymns - IV,2HJKSxzziWNXmaeKlVdjQ5,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,87,6/29/2021,3,9,1
Rend Collective,11Y54BxlxC3UIAUkU2eadQ,Oceans (Where Feet May FaiI),18q8W11QNDEfhYIxwypTQK,49,2021-04-10T01:45:35Z,"('Rend Collective', '11Y54BxlxC3UIAUkU2eadQ')",Campfire II: Simplicity,Rend Collective,"('Rend Collective', '11Y54BxlxC3UIAUkU2eadQ')",351106,Campfire II: Simplicity,6M534LEjzYqHmV0afXaHZm,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,88,6/29/2021,14,15,1
Tow'rs,3LcpRDABINyBTa4V1s9Hql,Belly of the Deepest Love,4bYRPHqa4EhjaEGuR4ZFrn,47,2021-04-10T01:45:35Z,"(""Tow'rs"", '3LcpRDABINyBTa4V1s9Hql')",Tow'rs,None,"(""Tow'rs"", '3LcpRDABINyBTa4V1s9Hql')",49346,Tow'rs,4Np45ltBrVtuxHzYlIBwl8,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,89,6/29/2021,1,1,1
Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj,Softly And Tenderly,3RVSPxPCT29wt3NgJgAQNn,38,2021-04-10T01:45:35Z,"('Carrie Underwood', '4xFUf1FHVy696Q1JQZMTRj')",Softly And Tenderly,Capitol Nashville,"('Carrie Underwood', '4xFUf1FHVy696Q1JQZMTRj')",4642427,Softly And Tenderly,0Mi5UCbI2mPA4Ws6Ql60Wj,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,90,6/29/2021,11,19,2
The Worship Initiative,1bMkQIx4MpNHLxoylvipdQ,O Praise the Name (Anástasis),0uOFh6gGbvNdWZ20YZ9oAn,37,2021-04-10T01:45:35Z,"('The Worship Initiative', '1bMkQIx4MpNHLxoylvipdQ')","The Worship Initiative, Vol. 12",WellHouse Records,"('The Worship Initiative', '1bMkQIx4MpNHLxoylvipdQ')",20813,"The Worship Initiative, Vol. 12",2vjhzwPDUzGP8Rp2iddddV,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,91,6/29/2021,14,15,1
I AM THEY,0XJ5RIvhlOL0harjI9jZvX,Tremble,5yNffCuv0YGOgRazVMfEP6,47,2021-04-10T01:45:35Z,"('I AM THEY', '0XJ5RIvhlOL0harjI9jZvX')",Tremble,Essential Records,"('I AM THEY', '0XJ5RIvhlOL0harjI9jZvX')",144935,Tremble,666rMVpgsHjVdU4OMbstAz,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,92,6/29/2021,16,93,2
Kings (MHM),64bkd3Cql2VeQBIfl5tjCC,All Glory Be to Christ,7aoSSFsRPPQzrtSyJQCjHw,40,2021-04-10T01:45:35Z,"('Kings (MHM)', '64bkd3Cql2VeQBIfl5tjCC')",Joy Has Dawned,BEC Recordings,"('Kings (MHM)', '64bkd3Cql2VeQBIfl5tjCC')",8180,Joy Has Dawned,5caVT9WZQY2QTCmGbY20gr,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,93,6/29/2021,1,49,2
Elevation Worship,3YCKuqpv9nCsIhJ2v8SMix,Blessed Assurance,41iTybeZlSGdEKUaEYz8Ye,45,2021-04-10T01:45:35Z,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",Only King Forever,Essential Worship,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",1250065,Only King Forever,6ojPMWx8YMfdd2idb8rM9h,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,94,6/29/2021,75,91,1
Shane & Shane,2LFbgsbEhfilNpQYW7mied,Man of Sorrows,3eytMjOdgSIFEUBJP6dujB,39,2021-04-10T01:45:35Z,"('Shane & Shane', '2LFbgsbEhfilNpQYW7mied')",The Worship Initiative,Fair Trade/Columbia,"('Shane & Shane', '2LFbgsbEhfilNpQYW7mied')",274843,The Worship Initiative,2MXE4HXAhuYewZjWELE9Dq,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,95,6/29/2021,16,82,1
The Worship Initiative,1bMkQIx4MpNHLxoylvipdQ,Heart of Worship,1ZeRu0bj5lCsD0Vh8hpM6I,51,2021-04-10T01:45:35Z,"('The Worship Initiative', '1bMkQIx4MpNHLxoylvipdQ')","The Worship Initiative, Vol. 9",WellHouse Records,"('The Worship Initiative', '1bMkQIx4MpNHLxoylvipdQ')",20813,"The Worship Initiative, Vol. 9",3aeBnj6TtXewcHW50wUwP1,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,96,6/29/2021,14,15,1
Bart Millard,6l0FgdMZNMgMjph2DdwKP9,Grace That Is Greater,7cW1IGxINOv8u6Fx694tKr,28,2021-04-10T01:45:35Z,"('Bart Millard', '6l0FgdMZNMgMjph2DdwKP9')",Hymned Again,Ino/Columbia,"('Bart Millard', '6l0FgdMZNMgMjph2DdwKP9')",13277,Hymned Again,0CHpejz0x5Frhee4fcL5Zf,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,97,6/29/2021,1,13,1
Audrey Assad,1GKYNY4rIPnOuTfC0J1IWw,Restless,3stuliHpnexsTj6uXFJ5iI,44,2021-04-10T01:45:35Z,"('Audrey Assad', '1GKYNY4rIPnOuTfC0J1IWw')",The House You're Building,Sparrow,"('Audrey Assad', '1GKYNY4rIPnOuTfC0J1IWw')",121437,The House You're Building,788vAn9mghQAWMYLR8sagN,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,98,6/29/2021,12,23,1
Cory Asbury,2gXmjQIxCO8lMnSncluZaU,Reckless Love,0rH0mprtecH3grD9HFM5AD,70,2021-04-10T01:45:35Z,"('Cory Asbury', '2gXmjQIxCO8lMnSncluZaU')",Reckless Love,Bethel Music,"('Cory Asbury', '2gXmjQIxCO8lMnSncluZaU')",294566,Reckless Love,63fUIyRGFTFdVlDMTT5tLB,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,99,6/29/2021,18,128,8
The Lower Lights,44FVyueHCLAMyJPnvCqqwM,Be Thou My Vision,5Dl6FoHQnYlfMDOMCBFrRp,38,2021-04-10T01:45:35Z,"('The Lower Lights', '44FVyueHCLAMyJPnvCqqwM')",A Hymn Revival: Vol. 2,Groundloop Records,"('The Lower Lights', '44FVyueHCLAMyJPnvCqqwM')",12977,A Hymn Revival: Vol. 2,6n5YhTwVVLpDz0pobKEe5P,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,100,6/29/2021,2,2,6
Rivers & Robots,41yDmxekjnWShKi6nRmzZ4,Dreams,1LbPuFrhTY3mwrIvOGGWRn,29,2018-07-07T17:19:43Z,"('Rivers & Robots', '41yDmxekjnWShKi6nRmzZ4')",Dreams,Rivers & Robots (under exclusive license to Running Club Records),"('Rivers & Robots', '41yDmxekjnWShKi6nRmzZ4')",94135,Dreams,6d9lh8EoMSl1jmucqyoerC,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,1,6/29/2021,6,1,1
Simon Wester,2qUycRIHExBVUPIoq6RUkO,Rest,5KgvL2S0YiQFP7bziJMJtS,47,2018-02-14T19:05:51Z,"('Simon Wester', '2qUycRIHExBVUPIoq6RUkO')",Heaven and Earth,Simon Wester,"('Simon Wester', '2qUycRIHExBVUPIoq6RUkO')",3842,Heaven and Earth,5ioY02X8g47d9xxFcmgyRx,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,2,6/29/2021,1,1,3
Porya Hatami,6qGn1dMbzeGodjzNfzG4gZ,Kani (Day),5h5CZG6DA94wk4lkf0a3bc,31,2018-02-14T19:05:51Z,"('Porya Hatami', '6qGn1dMbzeGodjzNfzG4gZ')",Kani,Inner Ocean Records,"('Porya Hatami', '6qGn1dMbzeGodjzNfzG4gZ')",3910,Kani,17gT7g6MJFP9JVAGYewSao,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,3,6/29/2021,3,1,1
Amanda Lindsey Cook,53Gnd3lGlcL8ua9Yyu9xDP,Brave New World (Instrumental),2Ca3o4dhghbtJgrtgOzyw3,0,2018-02-14T19:05:51Z,"('Amanda Lindsey Cook', '53Gnd3lGlcL8ua9Yyu9xDP')",Brave New World,Bethel Music,"('Amanda Lindsey Cook', '53Gnd3lGlcL8ua9Yyu9xDP')",102107,Brave New World,3oQQHU0q1xYRXOLZuaqFwb,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,4,6/29/2021,6,128,1
Jaisua,7u5RAgXZgtZJ7yINfxdUc5,Come Near,6L35gpPSKYwCyJWGEH4ucP,33,2018-02-14T19:05:51Z,"('Jaisua', '7u5RAgXZgtZJ7yINfxdUc5')",Come Near,Jaisua,"('Jaisua', '7u5RAgXZgtZJ7yINfxdUc5')",9420,Come Near,6uElGh9tQQTiDZXnxRoG7e,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,5,6/29/2021,1,1,1
Magnify Worship,6PkpPJKGGLwWKOTdJ1Qwg2,Hallelujah (Instrumental),4ldTfT3bAMz6fLnSOkineb,37,2018-02-14T19:05:51Z,"('Magnify Worship', '6PkpPJKGGLwWKOTdJ1Qwg2')",Hallelujah (Instrumental),Magnify Worship,"('Magnify Worship', '6PkpPJKGGLwWKOTdJ1Qwg2')",308,Hallelujah (Instrumental),1ihY9iKIY9ksHOYVjZzIHB,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,6,6/29/2021,1,1,1
Bethel Music,26T4yOaOoFJvUvxR87Y9HO,Greater Than All Other Names (Instrumental),0kk8MqjYbkW5C7cvKBf1yq,0,2018-02-14T19:05:51Z,"('Bethel Music', '26T4yOaOoFJvUvxR87Y9HO')",After All These Years (Instrumental),Bethel Music,"('Bethel Music', '26T4yOaOoFJvUvxR87Y9HO')",1141461,After All These Years (Instrumental),3oeoGMDFnsw8FCnQuIghpx,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,7,6/29/2021,50,128,1
Christa Wells,3gCNiuPNPiAA5UQSgb8Uby,Velveteen,4EqMffOPYDDgXlwPgYgbUy,20,2018-02-14T19:05:51Z,"('Christa Wells', '3gCNiuPNPiAA5UQSgb8Uby')",Velveteen,Cinco Ninos,"('Christa Wells', '3gCNiuPNPiAA5UQSgb8Uby')",3679,Velveteen,5VjY0h9wEbhKYaYuk3QXnO,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,8,6/29/2021,1,1,1
Jordan Biel,47ajtsMyL04FFtTblqx4Iw,Take My Heart,4FtDp8L6RFyTJY61LWUJkW,34,2018-02-14T19:05:51Z,"('Jordan Biel', '47ajtsMyL04FFtTblqx4Iw')","Instrumental Worship Music, Vol. 1",Innovate Records,"('Jordan Biel', '47ajtsMyL04FFtTblqx4Iw')",1265,"Instrumental Worship Music, Vol. 1",3MJUlOTqubrCSjFJGhmkNx,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,9,6/29/2021,1,1,1
Rivers & Robots,41yDmxekjnWShKi6nRmzZ4,We Have Overcome,5kw4tBzuZmZpmlzDHjAuAn,40,2018-02-14T19:05:51Z,"('Rivers & Robots', '41yDmxekjnWShKi6nRmzZ4')",All Things New,Come&Live!,"('Rivers & Robots', '41yDmxekjnWShKi6nRmzZ4')",94135,All Things New,3jXUhc7v2rGvSJss6cxt6a,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,10,6/29/2021,6,3,1
Mark & Sarah Tillman,4GdeUL15baI90obDfYOvqX,Oh What a Father,599w7fRMgsd0TBKfKsej0D,0,2018-07-07T17:19:43Z,"('Mark & Sarah Tillman', '4GdeUL15baI90obDfYOvqX')","Morning Sun, Rising Tide",Created by Human,"('Mark & Sarah Tillman', '4GdeUL15baI90obDfYOvqX')",3334,"Morning Sun, Rising Tide",5ZFrFQRF1EHUDh49toRT16,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,11,6/29/2021,2,2,2
Loud Harp,1Tzbi2wUUDgttZfg5u6Gqu,(73) the Nearness of You,6Srfwh0SwoVrtQCir2Ywo7,35,2018-02-14T19:05:51Z,"('Loud Harp', '1Tzbi2wUUDgttZfg5u6Gqu')",Asaph,Loud Harp,"('Loud Harp', '1Tzbi2wUUDgttZfg5u6Gqu')",19324,Asaph,50pG0JOvL2leQ83ftMLLf5,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,12,6/29/2021,2,2,1
Washa,7pjYf2S6lvNwiUjmoDpcOX,grief,0SX1qaheouzVAXB99VdJ77,0,2018-07-07T17:19:43Z,"('Washa', '7pjYf2S6lvNwiUjmoDpcOX')",grief,Washa,"('Washa', '7pjYf2S6lvNwiUjmoDpcOX')",305,grief,6RHfp3PnUPOTGr63QSTO0M,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,13,6/29/2021,1,1,1
Erik Nieder,5LfJyJ9ZnWxRWawuGFIMMh,O Rock Eternal,5jESluIHyWKrA6DNA9HuUH,36,2018-02-14T19:05:51Z,"('Erik Nieder', '5LfJyJ9ZnWxRWawuGFIMMh')",The Narrow Sea,Erik Nieder Music,"('Erik Nieder', '5LfJyJ9ZnWxRWawuGFIMMh')",6589,The Narrow Sea,6sYxNRjg8MYDCdkDT1BfM8,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,14,6/29/2021,2,2,2
Random Forest,2FIKDET7MkO9hQgSyIW9ia,Leaving Safe Places,5atbh6Zl7HLrtu50KNEjAc,36,2018-02-14T19:05:51Z,"('Random Forest', '2FIKDET7MkO9hQgSyIW9ia')",Awakening,Glidescope Recordings,"('Random Forest', '2FIKDET7MkO9hQgSyIW9ia')",14565,Awakening,5ZepsoS1zp9MHxH27TQqgm,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,15,6/29/2021,1,2,1
Antonious,4bILf77uMe0hzVlzHI5NYJ,Mother's Love,4okDfRfgksPHIfcQg0EO7f,15,2018-07-07T17:19:43Z,"('Antonious', '4bILf77uMe0hzVlzHI5NYJ')",Mother's Love,Antonio,"('Antonious', '4bILf77uMe0hzVlzHI5NYJ')",821,Mother's Love,1meXXuh2oMMPXaxwidgVh0,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,16,6/29/2021,1,1,1
Sean Feucht,3DJuBJtjHdjAXlpIZCltTR,Like a Fire (feat. Steffany Gretzinger),67CPUTw6oKStnmrIc0En6p,44,2018-02-14T19:05:51Z,"('Sean Feucht', '3DJuBJtjHdjAXlpIZCltTR')",The Things We Did at First,Burn 24-7,"('Sean Feucht', '3DJuBJtjHdjAXlpIZCltTR')",46387,The Things We Did at First,3VS7ZrBjKzBWB7rYca7ALh,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,17,6/29/2021,4,3,1
Port Blue,5YIHh4jZTLeCFsqCcrUQQY,Into The Sea,5JhhawSlXCSYcu48LafOIn,38,2018-02-14T19:05:51Z,"('Port Blue', '5YIHh4jZTLeCFsqCcrUQQY')",The Albatross EP,Port Blue,"('Port Blue', '5YIHh4jZTLeCFsqCcrUQQY')",13774,The Albatross EP,7bW6ltN8Z9FWMeyBBwZ24H,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,18,6/29/2021,1,1,1
Rivers & Robots,41yDmxekjnWShKi6nRmzZ4,I Could Sing Of Your Love Forever - Instrumental,2Lb8tCvwV9CVSEjO9uTWWI,41,2018-02-14T19:05:51Z,"('Rivers & Robots', '41yDmxekjnWShKi6nRmzZ4')","Rivers & Robots Presents: Still, Vol. 1 (Instrumentals)",Integrity Music,"('Rivers & Robots', '41yDmxekjnWShKi6nRmzZ4')",94135,"Rivers & Robots Presents: Still, Vol. 1 (Instrumentals)",4g34k44C3ymTpr86zk1FJM,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,19,6/29/2021,6,139,1
Porya Hatami,6qGn1dMbzeGodjzNfzG4gZ,Pomegranates,26p4guqZWBNsBSLTifE1Dy,32,2018-02-14T19:05:51Z,"('Porya Hatami', '6qGn1dMbzeGodjzNfzG4gZ')",Phone to Logos,Audiobulb Records,"('Porya Hatami', '6qGn1dMbzeGodjzNfzG4gZ')",3910,Phone to Logos,3wowrmigbeUtUDfV2TociG,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,20,6/29/2021,3,1,1
Carinthia,5EeqUStk4qDhsJk5RY2AQU,Every Mountain View,0QRGDEAWr8NtuUMKRpDzMh,29,2018-02-14T19:05:51Z,"('Carinthia', '5EeqUStk4qDhsJk5RY2AQU')",Fields,Upland Music,"('Carinthia', '5EeqUStk4qDhsJk5RY2AQU')",2996,Fields,3i6D6F3708zUuNSA3zrf8s,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,21,6/29/2021,1,1,1
Medisin,6lIxY5ICk6CAzFHERpAZnv,Broke33,166QeYXOW2yS5Xy3q9V3GK,16,2018-07-07T17:19:43Z,"('Medisin', '6lIxY5ICk6CAzFHERpAZnv')",539 / 918,Medisin Music,"('Medisin', '6lIxY5ICk6CAzFHERpAZnv')",1175,539 / 918,0s4EPOmFEtFvVxydSdnubg,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,22,6/29/2021,1,1,1
Greg & Janna,50hdYBalxcpRtX8yfmUGIZ,Reckless Love,4odhDLNCwWGUBiuyh0SYzH,32,2018-06-05T17:37:36Z,"('Greg & Janna', '50hdYBalxcpRtX8yfmUGIZ')",Reckless Love,Avalon Inc,"('Greg & Janna', '50hdYBalxcpRtX8yfmUGIZ')",379,Reckless Love,0VN15bs7ifMLjFeOX0WzW3,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,23,6/29/2021,1,1,8
Monique Namaste,2VJ1YcC9zBjH3qq7qKWa1y,Water Harp,3Nou5g8qSke2RT562MoAtn,0,2018-02-14T19:05:51Z,"('Monique Namaste', '2VJ1YcC9zBjH3qq7qKWa1y')",Life Everlasting,Double Mango Brothers,"('Monique Namaste', '2VJ1YcC9zBjH3qq7qKWa1y')",2010,Life Everlasting,5y2OSWGTgPA1M7Vf2BMtn0,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,24,6/29/2021,1,2,1
LaPeer,6rPGKWFVuwuRPPuh1QitHc,Letters,0cqSEpg2nYbneh7RGNrDcp,40,2018-07-07T17:19:43Z,"('LaPeer', '6rPGKWFVuwuRPPuh1QitHc')",'90s Kids,LaPeer,"('LaPeer', '6rPGKWFVuwuRPPuh1QitHc')",3809,'90s Kids,5m0Qi0Nb6i8sQSqUu6HL69,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,25,6/29/2021,2,2,2
New Life Worship,0wCMw81dQdNPMRB4zadq5g,Great I Am - Live,3rJAP9G6hjx2kN8Jsvas09,50,2018-02-14T19:05:51Z,"('New Life Worship', '0wCMw81dQdNPMRB4zadq5g')",You Hold It All (Live),Integrity Music,"('New Life Worship', '0wCMw81dQdNPMRB4zadq5g')",221024,You Hold It All (Live),7ELf5tQ4o4MQP1d6Ps8t5R,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,26,6/29/2021,1,139,1
Mezzo Piano,5DD8fdenQJ9zgVLaQVYdPQ,Weight of Heaven,0D0ETltqKcvZtzDl28aDxn,22,2018-02-14T19:05:51Z,"('Mezzo Piano', '5DD8fdenQJ9zgVLaQVYdPQ')",Love Has a Name,Mezzo Piano,"('Mezzo Piano', '5DD8fdenQJ9zgVLaQVYdPQ')",13748,Love Has a Name,7DIUx9Uh25qsnGXoDzuOCN,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,27,6/29/2021,1,1,1
Eric Nordhoff,6egf9BaYi17rYFHpsrELXd,"More Love, More Power",04M4Yr4GwxR7S5rby2kC3M,0,2018-02-14T19:05:51Z,"('Eric Nordhoff', '6egf9BaYi17rYFHpsrELXd')",Quietime - Worship,Go Global Entertainment,"('Eric Nordhoff', '6egf9BaYi17rYFHpsrELXd')",2870,Quietime - Worship,4MQOwp7qP6PkADKeZG859X,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,28,6/29/2021,1,1,1
Rivers & Robots,41yDmxekjnWShKi6nRmzZ4,The Lion And The Lamb - Instrumental,4G46PbCzNXjAzYbzYGNc8Z,34,2018-02-14T19:05:51Z,"('Rivers & Robots', '41yDmxekjnWShKi6nRmzZ4')","Rivers & Robots Presents: Still, Vol. 1 (Instrumentals)",Integrity Music,"('Rivers & Robots', '41yDmxekjnWShKi6nRmzZ4')",94135,"Rivers & Robots Presents: Still, Vol. 1 (Instrumentals)",4g34k44C3ymTpr86zk1FJM,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,29,6/29/2021,6,139,1
Rivers & Robots,41yDmxekjnWShKi6nRmzZ4,Shepherd of My Soul,5JNhtYiyGpQQ6pDFtfpLLz,49,2018-02-14T19:05:51Z,"('Rivers & Robots', '41yDmxekjnWShKi6nRmzZ4')",All Things New,Come&Live!,"('Rivers & Robots', '41yDmxekjnWShKi6nRmzZ4')",94135,All Things New,3jXUhc7v2rGvSJss6cxt6a,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,30,6/29/2021,6,3,2
Daniel Jorgensen,7ICe7sy78x2x8RhIfjj6kJ,A Dream Familiar,0yFZ87wdLgoe0EtIh0BlgD,20,2018-02-14T19:05:51Z,"('Daniel Jorgensen', '7ICe7sy78x2x8RhIfjj6kJ')",A Search for Somewhere Else,Fird Music,"('Daniel Jorgensen', '7ICe7sy78x2x8RhIfjj6kJ')",294,A Search for Somewhere Else,0yqsLV1ezlAjFwXmvZ5tHs,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,31,6/29/2021,1,1,1
Young Oceans,41crVXG3GeS8TmyWEaPZVr,Suddenly,5hcTf54Yvz9DKpshg3DGnL,16,2018-07-07T17:19:43Z,"('Young Oceans', '41crVXG3GeS8TmyWEaPZVr')",Suddenly - EP,Street Talk Media,"('Young Oceans', '41crVXG3GeS8TmyWEaPZVr')",36076,Suddenly - EP,34CL0SBwvESZpXED6Xy3vN,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,32,6/29/2021,8,4,1
Bethel Music,26T4yOaOoFJvUvxR87Y9HO,For the One (Instrumental),5lIzS6ZG36fw5LK6pDri7R,0,2018-02-14T19:05:51Z,"('Bethel Music', '26T4yOaOoFJvUvxR87Y9HO')",After All These Years (Instrumental),Bethel Music,"('Bethel Music', '26T4yOaOoFJvUvxR87Y9HO')",1141461,After All These Years (Instrumental),3oeoGMDFnsw8FCnQuIghpx,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,33,6/29/2021,50,128,1
Holy Communion Instrumental Duo,7HLH8rV5mrT0SesUoaKEEr,Lord I Need You,6eEqMhbiCFUyJYq37x3TEu,33,2018-02-14T19:05:51Z,"('Holy Communion Instrumental Duo', '7HLH8rV5mrT0SesUoaKEEr')",Contemporary Worship Hits,Moore Lake Multimedia,"('Holy Communion Instrumental Duo', '7HLH8rV5mrT0SesUoaKEEr')",3949,Contemporary Worship Hits,7g1PlQ8FKj3oqvaBHkQTSB,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,34,6/29/2021,2,2,1
HXLY KXSS,7yCFIIPxCy84VS0y2TUazj,Wrecked.,7w5WkTpJNikuB7aXgvfh3q,0,2018-07-07T17:19:43Z,"('HXLY KXSS', '7yCFIIPxCy84VS0y2TUazj')",Wrecked.,HXLY KXSS,"('HXLY KXSS', '7yCFIIPxCy84VS0y2TUazj')",3757,Wrecked.,0uTrToNIkOO7fUsgDBz14M,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,35,6/29/2021,1,1,1
The Almost,5X09SRt3qx77eh0XRreLjr,Dirty And Left Out,1SLJG1GJq87z1OKOn8YYNX,30,2018-02-14T19:05:51Z,"('The Almost', '5X09SRt3qx77eh0XRreLjr')",Southern Weather,Tooth & Nail (TNN),"('The Almost', '5X09SRt3qx77eh0XRreLjr')",64321,Southern Weather,5NtcxePyijMGPbFfmv5LgA,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,36,6/29/2021,2,23,1
Hybrid Leisureland,2BKGxQhaUFgd8xAIkd5yb4,water position,06uSXwDFFz3vqAVVAZ5bGY,10,2018-02-14T19:05:51Z,"('Hybrid Leisureland', '2BKGxQhaUFgd8xAIkd5yb4')",Keeping track of the human race,hybrid leisureland,"('Hybrid Leisureland', '2BKGxQhaUFgd8xAIkd5yb4')",1189,Keeping track of the human race,5lgnsP7k8dlzJZZJEiMni5,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,37,6/29/2021,1,1,1
Elevation Worship,3YCKuqpv9nCsIhJ2v8SMix,Here as in Heaven,0fPwregqch9wLJj4yQH6Bk,60,2018-02-14T19:05:51Z,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",Here As In Heaven,Essential Worship,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",1250065,Here As In Heaven,6KToyzPBIfHNyB5vWEfjrF,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,38,6/29/2021,75,91,1
The Brilliance,26nltVmOVeIfYmwcmqTm7e,All Is Not Lost,5RGTm1UzGhSuNAkrq1XIrA,0,2018-02-14T19:05:51Z,"('The Brilliance', '26nltVmOVeIfYmwcmqTm7e')",All Is Not Lost,Integrity Music,"('The Brilliance', '26nltVmOVeIfYmwcmqTm7e')",63824,All Is Not Lost,3tFBH9TyKnenOi1E6bjRbz,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,39,6/29/2021,4,139,1
Torie Wells,2ufeiEA4rxHarSoWXe3su1,Sun Eclipse,7yz7Kgs62Q93YwzRGWuwtK,0,2018-02-14T19:05:51Z,"('Torie Wells', '2ufeiEA4rxHarSoWXe3su1')",The Fantastic Light,Double Mango Brothers,"('Torie Wells', '2ufeiEA4rxHarSoWXe3su1')",2247,The Fantastic Light,1DW43OX2HqhX2ovFZBADdW,The Good Cup,37i9dQZF1DWUEbH7oMQunS,60,33959,40,6/29/2021,1,2,1
