Artist Name,Artist URI,Song Name,Song URI,Popularity Score,Playlist Add Date,Tuple Label Artist Name URI,Label Album,Record Label,Tuple Followers Artist Name URI,Artist Followers,Album Name,Album URI,Playlist Name,Playlist URI,Playlist Length,Playlist Followers,Playlist Song Index,Last Refresh,Artist Daily Tracks,Label Daily Tracks,Song Daily Tracks
The Belonging Co,1XnyRY1hSHsZxiIEX8Nzl5,Jesus Over Everything - Live,7CU31fAxkaKbxU8u2jvBcT,56,2021-06-18T04:17:00Z,"('The Belonging Co', '1XnyRY1hSHsZxiIEX8Nzl5')",See The Light (Live),TBCO Music,"('The Belonging Co', '1XnyRY1hSHsZxiIEX8Nzl5')",53584,See The Light (Live),0ufsdvAfWMEgQi1dDvXJ9v,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,3,6/29/2021,38,38,3
Maverick City Music,58r1rB5t3VF5X6yXGPequV,"Keep Praying (feat. DOE, Ryan Ofei & Mav City Gospel Choir)",1Cb3Y3sgpFx3nVC2fUKhA5,51,2021-06-18T04:17:00Z,"('Maverick City Music', '58r1rB5t3VF5X6yXGPequV')",Jubilee: Juneteenth Edition,Tribl Records,"('Maverick City Music', '58r1rB5t3VF5X6yXGPequV')",304322,Jubilee: Juneteenth Edition,6wjcKFIUSu5mz1CcN7CcZH,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,4,6/29/2021,17,6,1
Red Rocks Worship,48AVv3cw03WdSB5b4qmNCr,Living God,6fiFbD4CuAfIqmLqwkwozb,55,2021-06-18T04:17:00Z,"('Red Rocks Worship', '48AVv3cw03WdSB5b4qmNCr')",Living God,Essential Worship,"('Red Rocks Worship', '48AVv3cw03WdSB5b4qmNCr')",77644,Living God,3EDSq0etGiOHOOozAeE7BQ,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,5,6/29/2021,19,91,4
CeCe Winans,3qfrrrSO7utFdJkM2tvMRb,Believe For It - Live,48xkeL7pEY4x2q2sz1vLMD,30,2021-06-18T04:17:00Z,"('CeCe Winans', '3qfrrrSO7utFdJkM2tvMRb')",Believe For It (Live),Fair Trade/Columbia,"('CeCe Winans', '3qfrrrSO7utFdJkM2tvMRb')",274194,Believe For It (Live),1GKmThD0SJDo5YliRPBNL0,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,6,6/29/2021,13,82,8
Common Hymnal,1q6xQXmuTccwh7gBR7ToUN,He Has Time - Live,3Mw7BZGWsYIqH2xlbuc4mu,46,2021-06-18T04:17:00Z,"('Common Hymnal', '1q6xQXmuTccwh7gBR7ToUN')",Common Hymnal (Live),Common Exchange,"('Common Hymnal', '1q6xQXmuTccwh7gBR7ToUN')",10913,Common Hymnal (Live),4BClet3QGu0HwQy4KP3aCj,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,7,6/29/2021,5,7,1
Elevation Worship,3YCKuqpv9nCsIhJ2v8SMix,Wait On You (feat. Dante Bowe & Chandler Moore),2j43qckcO0y8NqV77q1F4I,58,2021-06-18T04:17:00Z,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",Wait On You (feat. Dante Bowe & Chandler Moore),Elevation Worship Records,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",1250065,Wait On You (feat. Dante Bowe & Chandler Moore),299JIDjwWSzpRkqeXZFnH2,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,8,6/29/2021,75,74,2
Hillsong Worship,3SgHzT552wy2W8pNLaLk24,Fresh Wind/What A Beautiful Name - Live,61X6gnN5a2fJogo3rqdH2o,50,2021-06-18T04:17:00Z,"('Hillsong Worship', '3SgHzT552wy2W8pNLaLk24')",Fresh Wind/What A Beautiful Name (Live),Hillsong (HIL),"('Hillsong Worship', '3SgHzT552wy2W8pNLaLk24')",3078849,Fresh Wind/What A Beautiful Name (Live),5Vtx4BtY89axfIzrnmVe2p,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,9,6/29/2021,77,135,2
Kari Jobe,5XlSS9O4eHRiJ0hKzbaFQ2,The Blessing - Live,2elEVvWjPZltkotzcCwKvM,65,2021-06-18T04:17:00Z,"('Kari Jobe', '5XlSS9O4eHRiJ0hKzbaFQ2')",The Blessing (Live),Sparrow (SPR),"('Kari Jobe', '5XlSS9O4eHRiJ0hKzbaFQ2')",868989,The Blessing (Live),4XEf57ewixATrMNdUecNdE,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,10,6/29/2021,22,187,8
Elevation Worship,3YCKuqpv9nCsIhJ2v8SMix,Graves Into Gardens (Live),0pNizrRmvu5S16fH6ccm0v,66,2021-06-18T04:17:00Z,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",Graves Into Gardens (Live),Elevation Worship Records,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",1250065,Graves Into Gardens (Live),3AYUzOtIQoLrxDZNwaPErh,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,11,6/29/2021,75,74,9
Elevation Worship,3YCKuqpv9nCsIhJ2v8SMix,Old Church Basement (feat. Dante Bowe),5j4EazAPhtFyHhwNpbNzEx,67,2021-06-18T04:17:00Z,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",Old Church Basement,Elevation Worship Records,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",1250065,Old Church Basement,1lsf7hKaOd3r214nvwmtwg,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,12,6/29/2021,75,74,3
Red Rocks Worship,48AVv3cw03WdSB5b4qmNCr,Now Here,2yXqB39KaLxGPX3h2Vx5iG,53,2021-06-18T04:17:00Z,"('Red Rocks Worship', '48AVv3cw03WdSB5b4qmNCr')",Now Here,Essential Worship,"('Red Rocks Worship', '48AVv3cw03WdSB5b4qmNCr')",77644,Now Here,1SI27M2uq7OGwrXiMg1hpR,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,13,6/29/2021,19,91,1
Influence Music,7ory6rfLtmQet7a16o4vvC,"10,000 Armies - Live",32BDKWUp7kb8eb0MxCnPEf,50,2021-06-18T04:17:00Z,"('Influence Music', '7ory6rfLtmQet7a16o4vvC')","10,000 Armies (Live)",Influence Music,"('Influence Music', '7ory6rfLtmQet7a16o4vvC')",29101,"10,000 Armies (Live)",6ZjpIO1e3haRT9VT0gtrPG,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,14,6/29/2021,22,22,3
Anna Golden,3YChYj3gO6EJmFwI79cUSe,Rushing In - Live,02VfD2SkTugthTpKzDw8Zp,50,2021-06-18T04:17:00Z,"('Anna Golden', '3YChYj3gO6EJmFwI79cUSe')",Peace: The Album,Motown Gospel (EGS),"('Anna Golden', '3YChYj3gO6EJmFwI79cUSe')",9477,Peace: The Album,46V8rvf1x9N0Cca4LD3Y8s,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,15,6/29/2021,12,75,2
Elevation Worship,3YCKuqpv9nCsIhJ2v8SMix,Used To This (feat. Naomi Raine & Brandon Lake),1d7RCdfczxJNVSgXL4Gkil,64,2021-06-18T04:17:00Z,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",Old Church Basement,Elevation Worship Records,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",1250065,Old Church Basement,1lsf7hKaOd3r214nvwmtwg,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,16,6/29/2021,75,74,2
Hillsong Young & Free,7m4gF38CPATtHrk5HS42WZ,Lord Send Revival - Live,1QA9dRDVRQ3GF2zSM1hpwi,50,2021-06-18T04:17:00Z,"('Hillsong Young & Free', '7m4gF38CPATtHrk5HS42WZ')",Lord Send Revival,Hillsong Music and Resources LLC,"('Hillsong Young & Free', '7m4gF38CPATtHrk5HS42WZ')",913892,Lord Send Revival,3dnWakk583uspIdOx2lBGy,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,17,6/29/2021,17,19,4
Central Live,4wgCtJHJAspY8Pwr09Cgkn,Tomorrow,4rADU9ArIRVHuWHJUaMHe9,40,2021-06-18T04:17:00Z,"('Central Live', '4wgCtJHJAspY8Pwr09Cgkn')",Tomorrow,Central Music,"('Central Live', '4wgCtJHJAspY8Pwr09Cgkn')",6332,Tomorrow,4hnZ3ObDbz3mxgSuCe9FxW,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,18,6/29/2021,2,2,2
The Belonging Co,1XnyRY1hSHsZxiIEX8Nzl5,War Cry - Live,62qpsSXrJVLfufhI0UkDVQ,48,2021-06-18T04:17:00Z,"('The Belonging Co', '1XnyRY1hSHsZxiIEX8Nzl5')",War Cry (Live),TBCO Music,"('The Belonging Co', '1XnyRY1hSHsZxiIEX8Nzl5')",53584,War Cry (Live),4vJ7iVWuRynhU4HJyYtXPo,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,19,6/29/2021,38,38,1
Orphan No More Co,7EYuj3Lwk6FkWeeIbXs87F,Lost Its Grip - Live,0asIMrZC8xusLEpP2sMUVK,39,2021-06-18T04:17:00Z,"('Orphan No More Co', '7EYuj3Lwk6FkWeeIbXs87F')",Death Died Live From Englishcombe Chapel,Orphan No More,"('Orphan No More Co', '7EYuj3Lwk6FkWeeIbXs87F')",2874,Death Died Live From Englishcombe Chapel,3Lx6JvFGjpaJTNwEWQxRcS,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,20,6/29/2021,10,15,2
Bethel Music,26T4yOaOoFJvUvxR87Y9HO,Too Good To Not Believe - Live,2ZUEopklc3lUm4OXUPB6WS,57,2021-06-18T04:17:00Z,"('Bethel Music', '26T4yOaOoFJvUvxR87Y9HO')",Too Good To Not Believe (Live),Bethel Music,"('Bethel Music', '26T4yOaOoFJvUvxR87Y9HO')",1141461,Too Good To Not Believe (Live),2KgvpDpy6tpCQoqy3ZzwIZ,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,21,6/29/2021,50,128,2
Housefires,6egyCFgiJ1j941PaxKoWJD,Holy Holy Here With Me - Live,6cHrjNno45mngfOIm2BGpn,45,2021-06-18T04:17:00Z,"('Housefires', '6egyCFgiJ1j941PaxKoWJD')",Holy Holy Here With Me (Live),Housefires Music,"('Housefires', '6egyCFgiJ1j941PaxKoWJD')",219360,Holy Holy Here With Me (Live),68TklNlinz7o8hKvHc8YxL,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,22,6/29/2021,17,13,1
Red Rocks Worship,48AVv3cw03WdSB5b4qmNCr,Echo Holy (Live from Littleton),0A9hvLZoEUKceqfO3SnL56,50,2021-06-18T04:17:00Z,"('Red Rocks Worship', '48AVv3cw03WdSB5b4qmNCr')",Things of Heaven (Where We Come From) - EP,Essential Worship,"('Red Rocks Worship', '48AVv3cw03WdSB5b4qmNCr')",77644,Things of Heaven (Where We Come From) - EP,6W0XUWQaX1aqMgbTUGwCJ3,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,23,6/29/2021,19,91,1
Influence Music,7ory6rfLtmQet7a16o4vvC,"Glory, Honor, Power - Live",25tHToZkZukuCWNwFpia5X,44,2021-06-18T04:17:00Z,"('Influence Music', '7ory6rfLtmQet7a16o4vvC')","Glory, Honor, Power (Live)",Influence Music,"('Influence Music', '7ory6rfLtmQet7a16o4vvC')",29101,"Glory, Honor, Power (Live)",4Kui2GPH4UDjF0YRHbwQBY,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,24,6/29/2021,22,22,2
Hillsong UNITED,74cb3MG0x0BOnYNW1uXYnM,Another In The Fire - Live,58Ru1XZP3lxJ6wJoFT2PmL,0,2021-06-18T04:17:00Z,"('Hillsong UNITED', '74cb3MG0x0BOnYNW1uXYnM')",Another In The Fire (Live),Hillsong (HIL),"('Hillsong UNITED', '74cb3MG0x0BOnYNW1uXYnM')",3028055,Another In The Fire (Live),1StFSkLn6WcA8pORvC8KD8,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,25,6/29/2021,43,135,3
Jesus Culture,0Onvkz1Nbs4wHXXUwOIGk8,Fearless - Live,3xKxh0ES9v65MfR6wWjiCl,53,2021-06-18T04:17:00Z,"('Jesus Culture', '0Onvkz1Nbs4wHXXUwOIGk8')",Church Volume Two (Live),Jesus Culture,"('Jesus Culture', '0Onvkz1Nbs4wHXXUwOIGk8')",957273,Church Volume Two (Live),2DJ7zYt905Ec0nFwWhImm6,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,26,6/29/2021,24,72,5
The Worship Initiative,1bMkQIx4MpNHLxoylvipdQ,Cast My Cares (My Portion) - Live,1m2FdDlKrDebKBkwiVpNtH,43,2021-06-18T04:17:00Z,"('The Worship Initiative', '1bMkQIx4MpNHLxoylvipdQ')","The Worship Initiative, Vol. 25 (Live)",The Worship Initiative,"('The Worship Initiative', '1bMkQIx4MpNHLxoylvipdQ')",20813,"The Worship Initiative, Vol. 25 (Live)",6AaJ2dqRVXDBEDC4HsaP7Q,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,27,6/29/2021,14,7,1
Leeland,6j1fmLreVuAay7k6Gudfa2,Way Maker - Live,3BcPAGy6P7gWiL7DAPH85t,0,2021-06-18T04:17:00Z,"('Leeland', '6j1fmLreVuAay7k6Gudfa2')",Way Maker,Integrity Music,"('Leeland', '6j1fmLreVuAay7k6Gudfa2')",236138,Way Maker,4bVH31Z9J7wPG2q8skaeII,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,28,6/29/2021,11,139,7
City Light Worship,55bFfiUbxMYb2Gn7OQS1pS,Victory (Live at City Light),6yBRD3YmvfR2WrlF1RWxYY,43,2021-06-18T04:17:00Z,"('City Light Worship', '55bFfiUbxMYb2Gn7OQS1pS')",Victory (Live at City Light),City Light Worship,"('City Light Worship', '55bFfiUbxMYb2Gn7OQS1pS')",412,Victory (Live at City Light),5vevuASVLzTKHecUod01Uj,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,29,6/29/2021,2,2,2
Community Music,3JCosyk2TCRwvbOpSLzR5R,Make Room - Live,4CJAaPdYuz8pwexNaYAF3j,51,2021-06-18T04:17:00Z,"('Community Music', '3JCosyk2TCRwvbOpSLzR5R')",Make Room (Live),Watershed Music Group,"('Community Music', '3JCosyk2TCRwvbOpSLzR5R')",3822,Make Room (Live),1kGOpZt7HWcd0iELo7Jmb6,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,30,6/29/2021,2,6,2
YWAM Kona Music,2ZSTvhW9EpgnW9xG93ZpJM,Apostles Creed - Live,4oua5tW8jaG3XLbnGSEj9M,45,2021-06-18T04:17:00Z,"('YWAM Kona Music', '2ZSTvhW9EpgnW9xG93ZpJM')",The Sound of Go (Live),Integrity Music,"('YWAM Kona Music', '2ZSTvhW9EpgnW9xG93ZpJM')",2634,The Sound of Go (Live),3Zfc7eGR0dkg91itJyn7Pv,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,31,6/29/2021,1,139,1
Orphan No More Co,7EYuj3Lwk6FkWeeIbXs87F,It Is Done - Live,4q5Ee6oc9a73K6UPfjW2gE,40,2021-06-18T04:17:00Z,"('Orphan No More Co', '7EYuj3Lwk6FkWeeIbXs87F')",It Is Done (Live),Orphan No More,"('Orphan No More Co', '7EYuj3Lwk6FkWeeIbXs87F')",2874,It Is Done (Live),4wt5I8EIwhmEe6x3DqocVE,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,32,6/29/2021,10,15,1
Influence Music,7ory6rfLtmQet7a16o4vvC,Jesus - Live,4rEUzNZXScx8pRlW31w9bd,44,2021-06-18T04:17:00Z,"('Influence Music', '7ory6rfLtmQet7a16o4vvC')",Jesus (Live),Influence Music,"('Influence Music', '7ory6rfLtmQet7a16o4vvC')",29101,Jesus (Live),2fsPN1LIr832XKpmvulpAF,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,33,6/29/2021,22,22,1
Elevation Worship,3YCKuqpv9nCsIhJ2v8SMix,Jireh (feat. Chandler Moore & Naomi Raine),7yu4816uyIqXiPvALxL44y,67,2021-06-18T04:17:00Z,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",Jireh (feat. Chandler Moore & Naomi Raine),Elevation Worship Records,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",1250065,Jireh (feat. Chandler Moore & Naomi Raine),4l5yZalv0TVl70Xe13dFjl,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,34,6/29/2021,75,74,4
Brandon Lake,1bdnGJxkbIIys5Jhk1T74v,House Of Miracles - Live,2Td9w1ZBDw7VPvERVudmDw,55,2021-06-18T04:17:00Z,"('Brandon Lake', '1bdnGJxkbIIys5Jhk1T74v')",House Of Miracles (Live),Bethel Music,"('Brandon Lake', '1bdnGJxkbIIys5Jhk1T74v')",63863,House Of Miracles (Live),6XwSI6fu7MRZulAaOqcbwI,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,35,6/29/2021,9,128,2
Mack Brock,5yCOPpDHEQxwSJJL2LAqLj,Your Presence Is A Promise - Live,45d9WeArzXVlMvKO1siMpO,47,2021-06-18T04:17:00Z,"('Mack Brock', '5yCOPpDHEQxwSJJL2LAqLj')",Your Presence Is A Promise (Live),Sparrow (SPR),"('Mack Brock', '5yCOPpDHEQxwSJJL2LAqLj')",30673,Your Presence Is A Promise (Live),118UUVTtR7CJUJ1TDAYuS3,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,36,6/29/2021,25,187,2
Hillsong Worship,3SgHzT552wy2W8pNLaLk24,King Of Kings - Live,7iK9jPR9LpWUkdwMPMIVnt,49,2021-06-18T04:17:00Z,"('Hillsong Worship', '3SgHzT552wy2W8pNLaLk24')",Awake,Hillsong (HIL),"('Hillsong Worship', '3SgHzT552wy2W8pNLaLk24')",3078849,Awake,6ZPHrDQvgzBcaKtGUMd9rC,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,37,6/29/2021,77,135,3
Mosaic MSC,4hAridhpYF50cbO6o7jB3b,Fountain (I Am Good) - Live,3xS92oZQTY2inOjsft65Zo,50,2021-06-18T04:17:00Z,"('Mosaic MSC', '4hAridhpYF50cbO6o7jB3b')",Fountain (I Am Good) [Live],Sparrow (SPR),"('Mosaic MSC', '4hAridhpYF50cbO6o7jB3b')",148629,Fountain (I Am Good) [Live],3HJ7L75Te3baUMWqDM5zwZ,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,38,6/29/2021,19,187,7
Cody Carnes,7apN8bBgl19E0Ona9pvPq0,Christ Be Magnified - Live At Passion 2020,7fysjdB0TXnmGrZpOClTOL,48,2021-06-18T04:17:00Z,"('Cody Carnes', '7apN8bBgl19E0Ona9pvPq0')",Run To The Father (Deluxe),Sparrow (SPR),"('Cody Carnes', '7apN8bBgl19E0Ona9pvPq0')",78031,Run To The Father (Deluxe),2mk23aAiJ7KeuamEMJBXnW,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,39,6/29/2021,20,187,3
Housefires,6egyCFgiJ1j941PaxKoWJD,Love Like This - Live,6xljd64z084rDGY93Lx6Qm,43,2021-06-18T04:17:00Z,"('Housefires', '6egyCFgiJ1j941PaxKoWJD')",Love Like This (Live),Housefires Music,"('Housefires', '6egyCFgiJ1j941PaxKoWJD')",219360,Love Like This (Live),5mAnlvwjpb5I7Ts0VHQSmF,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,40,6/29/2021,17,13,1
Kim Walker-Smith,4leTWyczsXYGlzUh8sFGSz,Protector - Live,458RO9dmBSI8dNIDypcvIV,55,2021-06-18T04:17:00Z,"('Kim Walker-Smith', '4leTWyczsXYGlzUh8sFGSz')",Protector (Live),Jesus Culture,"('Kim Walker-Smith', '4leTWyczsXYGlzUh8sFGSz')",318290,Protector (Live),4lXyyq2joL8sk6H82j9Azu,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,41,6/29/2021,18,72,4
Vertical Worship,6N6Sk9XOoHsadAGYR44C2o,Yes I Will,1sF4VadVaVTvp9WTEy79JT,65,2021-06-18T04:17:00Z,"('Vertical Worship', '6N6Sk9XOoHsadAGYR44C2o')",Bright Faith Bold Future,Essential Worship,"('Vertical Worship', '6N6Sk9XOoHsadAGYR44C2o')",178753,Bright Faith Bold Future,4jrX2w9Y3shbQNVhT43jbj,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,42,6/29/2021,15,91,9
Passion,6piIAIurGAryW5h1rqQC16,There’s Nothing That Our God Can’t Do - Live,7jQpjGSWuxXT84p00VF9EH,54,2021-06-18T04:17:00Z,"('Passion', '6piIAIurGAryW5h1rqQC16')",There’s Nothing That Our God Can’t Do (Live),SixSteps (SIX),"('Passion', '6piIAIurGAryW5h1rqQC16')",320504,There’s Nothing That Our God Can’t Do (Live),1jvZlWc0ey7irzdsJkZlEg,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,43,6/29/2021,33,69,2
Austin Stone Worship,5B0gcQCmHJR2VznrIGKh4x,In The Hands Of Christ My King - Edit,2TJ4z4dZh9vGzOwngU5EPE,47,2021-06-18T04:17:00Z,"('Austin Stone Worship', '5B0gcQCmHJR2VznrIGKh4x')",In The Hands Of Christ My King - EP,Austin Stone Worship,"('Austin Stone Worship', '5B0gcQCmHJR2VznrIGKh4x')",22355,In The Hands Of Christ My King - EP,25INyQiDHJoWxazLARq7Cp,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,44,6/29/2021,5,8,2
Bethel Music,26T4yOaOoFJvUvxR87Y9HO,Champion - Live,2YRx8jviX9HnvxD0uDIOma,61,2021-06-18T04:17:00Z,"('Bethel Music', '26T4yOaOoFJvUvxR87Y9HO')",Revival's In The Air (Live),Bethel Music,"('Bethel Music', '26T4yOaOoFJvUvxR87Y9HO')",1141461,Revival's In The Air (Live),1t2YSGGRvSaf1zHE0cfjr2,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,45,6/29/2021,50,128,4
CeCe Winans,3qfrrrSO7utFdJkM2tvMRb,King of Glory - Live,7CyRF25QZlsZmFtFPnQSTF,42,2021-06-18T04:17:00Z,"('CeCe Winans', '3qfrrrSO7utFdJkM2tvMRb')",Believe For It (Live),Fair Trade Services,"('CeCe Winans', '3qfrrrSO7utFdJkM2tvMRb')",274194,Believe For It (Live),5UXG9YjxHZu7l4tTNjwIYX,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,46,6/29/2021,13,34,1
Elevation Worship,3YCKuqpv9nCsIhJ2v8SMix,Talking To Jesus (feat. Brandon Lake),6O5A41opiGbG2PphOnzZ6b,62,2021-06-18T04:17:00Z,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",Talking To Jesus (feat. Brandon Lake),Elevation Worship Records,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",1250065,Talking To Jesus (feat. Brandon Lake),7nAIm1hff8dkxmCBDEkzZ0,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,47,6/29/2021,75,74,2
Jesus Culture,0Onvkz1Nbs4wHXXUwOIGk8,More Than Enough - Live,156GrZB2Ijf2rH4dgxaPcl,51,2021-06-18T04:17:00Z,"('Jesus Culture', '0Onvkz1Nbs4wHXXUwOIGk8')",More Than Enough / Still In Control (Live),Jesus Culture,"('Jesus Culture', '0Onvkz1Nbs4wHXXUwOIGk8')",957273,More Than Enough / Still In Control (Live),1ue3FXYsAQEzWFpUwc3SyL,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,48,6/29/2021,24,72,3
David Leonard,2r9qoFx4EhGP8RYFQ4eMIE,I Will Wait - Live,61w1MUwkJwRYUD4Wxn7dHz,50,2021-06-18T04:17:00Z,"('David Leonard', '2r9qoFx4EhGP8RYFQ4eMIE')",The Wait: Silence The Noise (Live),Integrity Music,"('David Leonard', '2r9qoFx4EhGP8RYFQ4eMIE')",6548,The Wait: Silence The Noise (Live),3DieBlaZb3oBUjd8Stuxjd,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,49,6/29/2021,5,139,3
Pat Barrett,0289SkqAn0iOohwm0pIHv3,Canvas And Clay - Live,4Woit6kXxixnS2jduLUcy4,55,2021-06-18T04:17:00Z,"('Pat Barrett', '0289SkqAn0iOohwm0pIHv3')",Canvas And Clay (Live),Bowyer and Bow,"('Pat Barrett', '0289SkqAn0iOohwm0pIHv3')",48216,Canvas And Clay (Live),4N1jzfvc9FTcDWqQnD46Rv,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,50,6/29/2021,30,30,4
The Belonging Co,1XnyRY1hSHsZxiIEX8Nzl5,Turn Your Eyes - Live,1wgfdVMQMQId5TMnLAh0sk,47,2021-06-18T04:17:00Z,"('The Belonging Co', '1XnyRY1hSHsZxiIEX8Nzl5')",Turn Your Eyes (Live),TBCO Music,"('The Belonging Co', '1XnyRY1hSHsZxiIEX8Nzl5')",53584,Turn Your Eyes (Live),7LvPnq0J4Gpqc1FzL8P4he,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,51,6/29/2021,38,38,2
Cody Carnes,7apN8bBgl19E0Ona9pvPq0,Run To The Father - Live From Motion Conference,1Q5OVzqq4nTAkErzhEsaWI,48,2021-06-18T04:17:00Z,"('Cody Carnes', '7apN8bBgl19E0Ona9pvPq0')",Run To The Father,Sparrow (SPR),"('Cody Carnes', '7apN8bBgl19E0Ona9pvPq0')",78031,Run To The Father,0hC74W9BNoWKNCZssfnEhw,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,52,6/29/2021,20,187,1
New Wine Worship,2G5uXRzRvQILLfvQCsnSUV,This Is Love - Live,19TTpoQDJmX11sBrLwt7Nx,48,2021-06-18T04:17:00Z,"('New Wine Worship', '2G5uXRzRvQILLfvQCsnSUV')",This Is Love (Live),Integrity Music,"('New Wine Worship', '2G5uXRzRvQILLfvQCsnSUV')",13829,This Is Love (Live),2vBQ6WdlR01gc6iJbwFJdI,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,53,6/29/2021,3,139,3
UPPERROOM,107CG0UhUl9GJnPwF83N63,Rest on Us - Live,5hbyxp9uM2iLSUTi5swnV3,56,2021-06-18T04:17:00Z,"('UPPERROOM', '107CG0UhUl9GJnPwF83N63')",Land of the Living (Live),UPPERROOM/The Fuel Music,"('UPPERROOM', '107CG0UhUl9GJnPwF83N63')",134997,Land of the Living (Live),4CVXOAkmstbNySWmp5LXIx,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,54,6/29/2021,12,11,4
Keith & Kristyn Getty,0I4Bk2s2BUJyykCwtxx8Xx,My Worth Is Not In What I Own (At The Cross) - Live,3Im8u7h057EPgbFbrs6odI,45,2021-06-18T04:17:00Z,"('Keith & Kristyn Getty', '0I4Bk2s2BUJyykCwtxx8Xx')",My Worth Is Not In What I Own (At The Cross) [Live],Getty Music (GTM),"('Keith & Kristyn Getty', '0I4Bk2s2BUJyykCwtxx8Xx')",75384,My Worth Is Not In What I Own (At The Cross) [Live],1b4SbiKDcAvLeZWq4NtrTr,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,55,6/29/2021,9,11,1
